,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27
AIM2,0.00045827063,7.8306115e-08,-1.3424006e-09,-6.5992314e-09,0.005739474,2.4072104e-08,0.004154044,3.2595521e-12,-2.5556163e-14,3.4656563e-13,-5.9255242e-08,-3.944e-13,-3.3799235e-08,2.246588e-15,4.7398137e-16,-3.5102624e-10,-5.6037053e-15,4.2960897e-09,-3.4368975e-14,-1.4754758e-08,1.6533164e-13,7.0433187e-10,0.011188115,-2.0214648e-08,0.0030722949,-1.2002788e-14,-3.8326082e-08,-0.008656812
AKR1B15,0.0006420035,6.070106e-08,-8.2424034e-10,-2.2292397e-09,0.0013386563,-7.0273583e-09,0.00096221274,4.920999e-12,-1.4405924e-13,-7.143529e-13,2.0013788e-08,5.3613255e-14,-5.7035916e-08,-1.0919489e-16,4.5909423e-15,1.7085043e-09,-3.799689e-14,6.9663537e-09,1.4234603e-13,-9.008531e-09,3.0263122e-14,5.682998e-09,0.0016184382,-7.686441e-09,-0.0031277235,6.500294e-14,-2.993734e-08,-0.00026539312
AKR1C4,0.00050087523,2.8429987e-08,-4.3592197e-09,1.5573207e-08,0.001567456,-2.7118038e-08,0.00087129837,6.5038497e-13,2.8695748e-15,1.2324538e-12,-1.6693208e-07,9.032283e-14,3.2005275e-08,-2.2635964e-15,-5.141837e-15,-8.019282e-09,1.3283261e-14,-6.6755073e-09,1.3197111e-14,1.0515043e-08,-6.849184e-14,1.8362036e-09,0.0038244815,-7.3110655e-08,-0.0030927812,1.639304e-13,2.342334e-08,0.00041515936
AKT3,-0.0008334468,-1.6031662e-07,2.0957727e-09,1.356565e-08,0.014687824,-3.9095475e-08,0.015806053,7.1205433e-13,-8.343729e-14,3.8524335e-13,-8.8470165e-09,-5.0105585e-13,3.635324e-07,1.5322436e-14,7.610641e-15,6.510578e-09,1.6337212e-14,-6.7910686e-09,-1.1233289e-14,3.0207519e-09,-7.580215e-14,-1.5456731e-08,0.02445719,-2.5682182e-08,0.007505538,-2.6268589e-14,3.248546e-08,-0.024876853
ALB,0.00036751074,-9.0729166e-08,1.9492048e-09,2.8618569e-08,0.0014451314,-4.5247273e-08,0.0005793434,7.323182e-12,-5.6513933e-14,-2.4654036e-13,-1.4259454e-07,-1.1361131e-13,-2.5088414e-07,-4.3570354e-15,-9.594595e-16,-5.749392e-09,-1.2964119e-14,-2.4811055e-09,9.135509e-15,5.179284e-08,-2.3420754e-14,-5.9779195e-09,0.0008785201,-7.635834e-08,0.0010000231,2.1962243e-13,3.788329e-09,-0.0014580234
ALCAM,-0.0013261582,-2.6691957e-08,-1.926072e-09,1.11591945e-08,0.008474227,-1.5808018e-08,0.0076621436,7.565327e-12,-6.012422e-14,-1.53691e-13,-1.7227221e-07,5.8371423e-13,-1.0083083e-07,1.0708834e-14,-4.60969e-15,1.1498839e-09,-9.439647e-15,-7.418732e-10,2.453001e-14,2.8303209e-08,-4.049772e-14,-6.9561574e-09,0.018090054,-5.0908664e-08,0.0070879287,1.2088103e-13,-2.5630877e-08,-0.012891761
ALDH1A2,-0.0018262563,6.508467e-09,2.63309e-10,1.3839259e-08,0.0010923794,-6.084244e-09,0.0015889071,-1.954194e-12,-1.840075e-13,-8.5348564e-14,-2.1226703e-07,1.1250459e-12,-3.0242524e-07,-1.6254779e-15,-1.6209162e-15,-3.2701915e-09,1.6301473e-14,-4.0215236e-09,4.1216064e-14,1.3375836e-08,-2.9175016e-14,6.2026655e-09,0.0025964968,-9.415826e-08,0.0011405081,3.9301465e-15,-4.220087e-08,0.00021831557
ALDH3A1,-0.0017088866,-2.3601396e-07,6.4402648e-09,-1.7938858e-08,-0.001628181,2.0593273e-08,0.0007657345,-1.594599e-13,1.7832526e-13,-1.3829465e-13,8.7948116e-08,-8.3809945e-13,7.179736e-07,1.4450104e-16,1.41265e-15,5.6163825e-09,1.7666337e-14,-1.0677462e-08,-1.8644642e-14,-2.7126074e-08,4.6257872e-14,2.699022e-09,-0.0017695652,5.9355106e-08,0.0017845236,-8.872263e-14,4.8370342e-08,0.00050430006
ALG1L2,0.0008318617,9.193403e-08,-2.6536193e-09,-4.759234e-10,-0.00047841333,1.670814e-08,-0.00030535433,-2.148378e-12,-7.138174e-14,8.29817e-14,-3.9271068e-08,2.1248433e-13,-1.9900779e-07,3.671511e-15,-4.023002e-15,-5.5139e-10,1.4975078e-14,4.9876134e-09,-2.459136e-14,-3.1093168e-09,1.3967373e-13,1.0910518e-09,0.00018586255,9.528978e-09,0.00063017075,-5.988076e-14,-1.1635037e-08,-0.0008082024
ALG1L9P,0.0008555778,-8.608796e-08,8.0969964e-10,6.75721e-09,0.0021514858,-5.4464957e-09,0.000935992,-5.782387e-12,1.5061947e-13,3.3649637e-14,4.5962857e-08,-5.654536e-13,8.161016e-07,-4.9628986e-15,2.6553382e-16,-1.0439038e-10,1.4752775e-14,-8.6082474e-09,2.5573208e-15,3.0523406e-08,-8.4696153e-16,-3.1897758e-09,0.0019762197,-6.4283614e-09,-0.0034072832,1.237529e-13,7.850055e-08,-0.00348327
ALPK2,-0.0028887854,1.8767169e-07,-8.604818e-09,4.667862e-09,-0.0061096777,2.6542216e-08,-0.0057692938,3.4218285e-14,4.5259905e-15,-3.172524e-13,4.859584e-08,1.1695174e-12,-8.607804e-07,1.3375766e-14,-7.9912217e-16,-4.3133395e-09,-2.3824934e-14,1.9271162e-08,-4.0873893e-14,1.6378879e-08,-5.8541645e-15,-4.573138e-09,-0.0043188403,-3.0575073e-08,0.0031877833,4.5784837e-15,-5.5043923e-08,0.012795972
AMBN,-0.0022503168,1.2017678e-07,-4.842131e-10,-1.9928239e-08,-0.00050790084,5.811516e-08,0.00088035007,-1.4596294e-12,6.3518404e-14,1.8040047e-13,-2.6789024e-09,-3.7209369e-13,1.3898203e-07,-4.441571e-15,6.7457657e-15,8.399005e-10,1.2528315e-14,9.203458e-09,-2.5963537e-14,-2.8510426e-08,8.115567e-14,3.2236877e-10,-0.0005877971,3.983888e-08,0.0016747348,-2.252627e-13,-5.939291e-09,0.0024421476
AMER3,-0.0020956532,-1.3740073e-07,1.2497095e-08,-1.6067258e-08,-0.0035096013,3.2651936e-08,-0.0007759535,-4.575537e-12,9.746127e-14,2.9522064e-13,2.0258008e-07,-5.256038e-13,2.9542292e-07,1.2051839e-14,1.3632085e-14,1.2218709e-08,6.477492e-14,-9.485714e-09,-7.082908e-14,-4.250655e-08,7.020761e-15,-8.914321e-09,-0.005077314,9.423359e-08,0.0073081753,4.3901907e-13,-6.8072965e-09,0.001330921
ANGPT1,-6.1215826e-05,-4.2917068e-07,7.857535e-09,1.768597e-08,0.007529383,-6.2534575e-08,0.008726685,-3.1915883e-12,1.8509364e-14,-1.4979232e-13,-3.9039318e-07,7.8029e-15,4.9023333e-07,-3.4038686e-15,-1.41074074e-14,-9.393982e-09,-3.776621e-14,-1.5169999e-08,6.48175e-14,8.2953534e-08,-9.377218e-14,-9.0932195e-09,0.009175847,-1.3470323e-07,0.00055755314,-4.1894084e-14,3.15309e-08,-0.0124363275
ANK2,0.0041698785,-2.0956986e-07,-3.5231654e-10,2.5808616e-08,0.02266246,-4.492345e-08,0.02070719,-3.1902517e-12,4.1023083e-14,-5.214157e-13,-6.061894e-08,4.2930156e-13,3.772758e-07,3.6248256e-16,9.884007e-16,-3.4790832e-09,-3.7980356e-15,-5.1026956e-09,3.1837302e-14,5.7033587e-09,-4.9513348e-14,-8.4570955e-09,0.032489244,-7.144316e-08,-0.0052614487,-2.2788984e-14,4.8935043e-08,-0.043369874
ANK3,0.0005745748,-2.4510658e-07,-3.4917726e-09,3.209984e-08,0.018528813,-8.0964895e-08,0.018116258,-1.7779659e-12,7.0070733e-15,-1.6812059e-14,-1.5754554e-07,-4.950316e-14,4.5653354e-07,6.552532e-15,6.1916783e-15,4.1534123e-09,1.8645393e-15,-1.775475e-08,5.73999e-14,5.8881824e-08,-7.159631e-14,-1.7888896e-08,0.028613085,-8.010944e-08,0.003323969,1.8209116e-13,3.8152994e-08,-0.03246466
ANKH,-0.0005908056,5.214156e-09,-7.737944e-09,2.8590745e-09,0.0046677394,-5.56201e-09,0.0048959902,3.4023101e-12,-6.071401e-14,-2.410533e-13,-5.735954e-08,-2.727306e-13,-6.954151e-08,1.5721392e-15,1.397378e-14,3.0556504e-09,-2.30145e-16,2.2524038e-09,4.44619e-16,2.621642e-08,1.0383832e-15,8.757085e-11,0.01004722,-2.093939e-09,0.005095261,5.1463445e-14,5.1934514e-09,-0.008370112
ANKRD1,-0.009779085,3.0865934e-07,2.3724338e-09,-2.5013772e-08,-0.026453706,9.2486204e-08,-0.016433045,-1.7449446e-12,3.300206e-14,4.410399e-13,-8.459012e-08,-9.427947e-13,-6.9891286e-07,1.3934261e-14,5.519285e-14,-1.4805544e-08,-3.458917e-15,4.1744144e-08,8.94242e-14,-1.5663229e-08,1.0494884e-13,-2.1103205e-08,-0.014430396,4.793748e-08,0.00023973327,-2.5035708e-13,-5.4417608e-08,0.03771148
ANKRD20A1,-0.0018261754,-5.786865e-08,1.259055e-09,6.664176e-09,-0.00039921346,-4.4444644e-08,0.0009446147,-8.599154e-12,5.5399838e-14,-6.6143156e-14,-2.1180906e-08,-8.1138373e-13,7.8246836e-07,1.4644077e-15,1.988501e-14,-4.513615e-10,1.3799928e-14,2.8290292e-09,1.41150544e-14,4.8048263e-09,-3.3057345e-14,-3.489329e-09,0.0010926821,5.3804885e-09,0.0020003747,1.4414701e-13,8.2952425e-08,-0.0001551654
ANKRD20A5P,0.0017574214,1.3149887e-07,2.9641052e-09,-4.019752e-08,0.001432292,6.252184e-09,-0.0009563853,-1.4575458e-12,3.9281445e-15,-4.3279877e-14,-2.1538163e-08,1.5584483e-13,-5.837075e-08,-2.6148976e-15,2.8993874e-15,-5.1811475e-09,-4.604176e-14,4.3052224e-09,-3.5982007e-14,-1.9936792e-08,-1.8765957e-14,-7.349181e-10,0.0023197217,-1.0306302e-08,-6.42987e-06,-1.1257438e-13,-5.176616e-10,0.00067176705
ANKRD6,-0.0013768283,-1.01820625e-07,-9.637108e-10,1.7648588e-08,0.0047189184,-1.6826991e-08,0.0059587406,5.194538e-14,2.591808e-14,3.2989917e-13,-1.562751e-07,-8.500885e-13,4.3634049e-07,3.3808778e-15,-3.9701713e-15,-1.5441163e-09,8.212723e-15,-7.97834e-09,-5.091916e-14,-4.777657e-08,-3.87571e-14,-3.4654617e-09,0.011184547,-4.1310457e-08,0.0029382638,-2.3744524e-13,5.570125e-08,-0.007982626
ANKRD62,0.0016312902,1.6494282e-07,-5.586831e-09,3.9049622e-10,0.0012344039,-1.262516e-08,-0.0013538643,1.9009549e-12,-7.6607354e-14,-8.346673e-14,5.498638e-08,4.5446267e-13,-2.4397497e-07,6.18084e-15,-8.31505e-15,-3.4264769e-09,-4.3839778e-16,1.3349079e-08,-5.48157e-14,1.2401589e-09,-3.5199623e-14,-3.0765979e-09,-6.6416505e-05,7.2763173e-09,0.0011396472,7.102552e-14,-2.0693712e-08,0.00022541938
ANKRD62P1-PARP4P3,-0.00085741247,-3.323258e-08,3.24225e-09,-2.7392275e-09,-0.000302954,5.6075975e-09,-5.7917525e-05,-2.2277295e-12,-3.349588e-14,4.8535053e-13,8.386086e-08,-2.6108087e-12,1.7825424e-07,-1.6143526e-14,1.9435703e-14,-8.920452e-09,4.2208202e-15,1.0063479e-08,-8.659872e-14,-2.528878e-08,3.3449467e-15,3.6667117e-10,0.002102141,2.185099e-08,-0.002360179,-4.0905986e-14,3.1068062e-08,0.001802256
ANKS1B,0.00074622856,-3.6674174e-07,3.321677e-09,2.8567737e-08,0.01887973,-1.2221567e-07,0.018688353,-4.53627e-12,2.955805e-13,-7.347883e-13,-1.986657e-07,3.2012934e-13,3.8852164e-07,2.0698637e-15,-1.400154e-14,3.784847e-09,4.801749e-14,-1.3945599e-08,5.3857702e-14,7.0718244e-08,-1.7170037e-13,-6.8488917e-09,0.03135485,-1.00943865e-07,0.0071918964,3.2620632e-13,1.9491479e-08,-0.02952981
ANKUB1,-0.0008845592,-4.849794e-08,-2.7425835e-09,1.9732623e-08,0.00026189946,-6.7425905e-09,0.0017181517,2.9114458e-13,-1.0282956e-15,-6.7543654e-13,-1.0976654e-07,1.9796732e-12,-6.5921455e-07,1.2972653e-14,1.9128264e-14,5.9782232e-09,-5.8700383e-15,2.6562313e-08,1.1375883e-13,9.729589e-08,-2.5485507e-14,-2.6024267e-09,0.0003968239,-2.5552485e-08,0.0035239519,3.55693e-13,-1.0056105e-08,-0.0031274303
ANO2,-0.0010971606,-1.0794527e-07,1.0974024e-08,-1.3811891e-08,0.006445955,3.6404955e-08,0.008986369,-2.7184524e-13,-6.464987e-14,-3.5827114e-13,-8.885103e-10,-1.0062236e-12,4.906704e-07,1.5790029e-14,-2.0793861e-14,1.1773375e-08,1.4070172e-14,-1.1157625e-08,-7.7710665e-14,-5.9223716e-08,2.2023593e-13,-5.5101714e-09,0.012475955,2.1135406e-08,0.0054081352,-3.8832896e-13,2.8215103e-08,-0.013176369
ANO3,-0.0014141565,-1.6807091e-07,2.717478e-10,-2.7592911e-08,-0.0012890499,1.6508953e-09,-0.00027463786,-6.3735545e-12,9.328892e-14,3.958142e-13,1.6194124e-07,-5.758339e-13,2.6632725e-07,2.510218e-15,-1.1932247e-15,-4.999837e-10,1.0735693e-14,-5.6135607e-09,-5.1363417e-14,-2.3236522e-08,4.1351857e-14,-4.0623065e-09,-0.00043277902,5.092595e-08,0.0004658139,-1.0796254e-13,7.116871e-08,-0.0009165789
ANO4,0.00011152498,-3.910545e-07,4.90275e-09,1.4190125e-08,0.01525965,-2.795119e-08,0.017855717,-3.3219005e-12,1.5036847e-13,-3.3556992e-13,-1.765104e-07,5.039475e-13,8.4209563e-07,1.3258462e-16,1.2741678e-14,-1.10552385e-08,-3.9325175e-14,-1.3873632e-08,-6.544879e-14,3.5505106e-08,-9.2641294e-14,1.4780829e-08,0.024870982,-8.4387636e-08,-0.005787527,4.1882347e-14,7.827146e-08,-0.026810057
ANO5,-0.0005965599,-1.6951628e-07,-1.3523886e-09,2.535549e-08,0.0068082963,-6.548021e-08,0.0074483175,1.4247307e-13,6.6050396e-14,-2.2427657e-13,-2.211975e-08,-6.7420956e-14,7.043206e-08,8.455661e-16,-8.912321e-16,1.2818466e-09,2.0763967e-14,8.9519914e-10,1.2875435e-13,7.265038e-08,-1.5525211e-13,5.842753e-10,0.018693782,-2.9110712e-08,0.001580307,1.8848423e-14,9.168182e-09,-0.0144143645
ANOS1,0.004738637,-1.344562e-07,-2.7017513e-09,2.8344594e-08,0.015788496,-4.761727e-08,0.009908477,2.8330957e-12,3.7739146e-14,1.7934277e-13,-2.1433144e-07,8.628426e-14,1.0995973e-07,4.4820274e-15,4.367196e-15,-5.175942e-09,1.3823686e-15,-1.31348e-09,-7.800287e-14,4.4360178e-08,-6.567418e-14,-1.930837e-09,0.019599607,-1.087694e-07,0.0005788858,2.1747076e-13,1.9763997e-08,-0.02190376
ANP32C,-0.0023273698,3.0991252e-09,-1.3986158e-09,-1.2673936e-08,8.57183e-05,-1.4222301e-08,0.00249808,2.576403e-12,-1.5120796e-13,-2.3337888e-13,-9.271338e-08,1.4689188e-13,-1.3510391e-08,-1.3246082e-15,-6.728559e-15,-5.563858e-09,-2.0611642e-14,9.631434e-09,-4.1146028e-14,1.5044375e-08,-8.477767e-14,5.2253983e-09,0.002007296,-3.4073945e-08,0.0024929834,2.149455e-14,-4.6954604e-08,-0.0015238082
ANTXR1,0.0012080268,-1.7194205e-07,-1.20716015e-08,2.495248e-08,0.0101196,-5.7215594e-08,0.008519297,6.308458e-12,2.9526576e-14,-6.819507e-14,-7.8906034e-08,-2.5708792e-13,1.0442994e-07,-6.364674e-15,2.3369393e-15,9.291918e-09,2.970744e-14,-1.7375589e-08,2.3647393e-14,5.8332095e-08,1.4888042e-13,2.2352284e-09,0.014386783,-4.170273e-08,0.005100627,1.1873248e-13,-9.826601e-09,-0.016942883
ANXA1,-0.0036961867,1.01026274e-07,-1.3975227e-09,-1.5179179e-09,-0.010249422,-9.791481e-10,-0.010459698,-1.5470856e-12,7.979476e-14,7.884569e-14,1.0289403e-08,-1.0669513e-12,-2.8018653e-07,-1.1999215e-14,-5.821928e-15,-7.6419754e-10,-4.2760698e-16,5.0446634e-09,-3.169947e-14,3.8982684e-10,1.1024231e-13,-1.179999e-08,-0.00818678,1.2891291e-09,0.003739792,4.350564e-15,-1.2807313e-08,0.020403808
ANXA13,0.00036156608,-2.964082e-07,1.1605524e-09,-8.6655294e-10,0.00064336794,-5.4671222e-08,0.00088150543,-4.3716077e-12,5.5378906e-14,-2.0440141e-13,-2.884213e-08,-2.3265352e-13,7.0044405e-07,-6.029992e-15,1.6089169e-14,-2.2459732e-09,8.0092243e-16,-2.3492609e-08,1.9389089e-14,-7.579512e-09,-1.044798e-13,1.8906061e-09,-0.00024679003,-8.246319e-10,-0.0016201527,1.497475e-13,2.5763848e-08,-0.0014489982
ANXA2,-0.003957579,-3.7211557e-08,6.9287625e-09,-6.0045973e-09,-0.0062025436,1.7344696e-08,-0.0055846726,-7.1451386e-12,-2.1867223e-13,2.8061697e-13,2.4657245e-07,-8.52193e-13,2.557954e-07,-4.5338946e-15,2.0093957e-15,2.5414884e-09,1.0084541e-14,-1.5264225e-08,-1.3499458e-14,-3.0337553e-08,-3.2072058e-15,1.5428941e-10,-0.008812919,6.1193056e-08,0.0043236557,-1.2584919e-13,2.4695062e-08,0.011920747
AP1B1P1,0.00061699754,-1.4695192e-08,-3.2522482e-09,8.109417e-09,0.0017777046,-3.56337e-08,0.0006682954,4.1092342e-12,-5.761109e-14,-2.7097825e-13,-1.8164815e-07,1.7738698e-13,-2.2203895e-07,1.5865643e-15,-3.1778173e-15,8.77877e-10,-6.110946e-15,8.7761665e-09,2.6786172e-14,2.8197185e-08,-8.80284e-14,5.3227907e-09,0.0014026357,-6.025341e-08,0.00096978765,1.6292711e-13,-3.6027792e-08,0.00015329437
APBA1,0.0016136913,-1.4704915e-07,-5.318258e-10,-2.6758842e-09,0.009191489,1.9927093e-08,0.0070417696,-1.8776428e-12,-9.861129e-14,-3.9812876e-14,-1.590071e-07,-4.8463387e-13,2.976411e-07,5.8272004e-15,4.7380736e-15,-1.0107696e-08,-3.3349832e-14,6.6352497e-09,-2.4822243e-14,3.7424545e-08,6.3661655e-14,-3.732401e-09,0.014735056,-8.13947e-08,0.00027634352,-2.7926882e-13,6.2382606e-09,-0.011417639
APLNR,-0.01090952,3.2859933e-07,5.2534943e-10,-2.2314872e-08,-0.0073999367,2.91193e-08,0.0057310057,3.8546913e-12,3.5266621e-15,-4.872706e-13,-1.5527425e-07,2.4226248e-13,3.3364807e-07,3.3395114e-14,9.28549e-14,-4.2724462e-08,7.7254284e-14,3.0001523e-08,-2.1711024e-13,5.2536375e-08,1.8183763e-13,-8.02456e-08,0.0012152689,-7.049332e-08,-0.013389706,1.8395222e-13,7.920544e-08,0.022096846
APOD,-0.0029914132,2.1294503e-07,-2.0184872e-09,-1.6443657e-08,0.001531894,6.4093605e-08,0.0053681717,7.506204e-12,4.8853005e-14,-3.1990513e-14,1.7231834e-07,-9.932823e-14,-2.5914642e-07,3.228197e-15,-9.9614564e-15,7.2072135e-09,5.089147e-15,-5.9542935e-09,-5.1268055e-14,-3.820018e-08,2.3632004e-14,6.6257855e-10,0.00046650105,5.5810123e-08,0.0033126492,-9.641665e-14,-2.7707042e-08,-0.0017922989
APOL3,2.955987e-06,-5.934861e-08,2.673951e-10,-1.7617442e-08,0.001493907,-2.2537451e-08,0.00033245387,1.0160816e-11,-1.9694819e-14,-1.7046549e-13,-1.5112698e-07,1.227165e-13,-1.1244286e-07,-4.8164098e-15,-7.857475e-15,-7.0950334e-09,-1.5057196e-14,-7.1378663e-09,3.019691e-14,-3.0834764e-09,9.630934e-14,2.7202944e-09,0.0020588932,-5.077417e-08,-0.0030069775,1.1920123e-13,-2.5096726e-08,0.00021002666
AQP1,0.00050723157,1.6298594e-07,-4.0954307e-09,-1.3108646e-08,0.00044557455,3.0200066e-08,-0.0014510339,3.2063163e-12,-7.2467504e-14,4.8022887e-13,4.668639e-08,-8.26856e-13,-2.5358273e-07,1.036169e-15,-1.79289e-15,-4.4940918e-09,-3.4065802e-15,-1.8906729e-08,2.5324e-15,-8.830832e-09,1.2934501e-13,1.0862036e-08,0.0010454914,1.3770803e-08,-0.0036259112,-2.8915894e-13,-3.1646685e-08,0.0013409825
AR,-0.0090824235,1.8575896e-07,3.939728e-09,3.045701e-08,0.008861393,-7.1109585e-09,0.01085407,1.1183075e-12,-1.2939191e-13,5.9647084e-14,-6.445553e-08,-4.8155273e-13,1.38140495e-08,-3.554765e-15,-2.7900366e-14,1.5011217e-08,-3.1934694e-14,-1.7409864e-08,1.3056289e-13,-1.7756552e-08,5.78068e-14,-3.4273129e-09,0.027955651,-6.435956e-09,0.0149003295,-6.459982e-14,-1.6484712e-08,-0.018148923
ARAP1,0.0008790988,3.504598e-08,3.3048468e-09,-2.298111e-08,0.008245619,4.5819835e-08,0.008267459,3.7303285e-12,1.07275246e-13,3.3565368e-13,4.9018027e-08,-7.633739e-13,3.8978573e-07,5.532735e-15,1.05111774e-14,2.4009301e-09,-6.7989984e-15,-1.07743015e-08,-4.6100486e-14,-4.4223302e-08,4.2072594e-14,1.0416679e-08,0.0072157546,2.2364999e-08,0.0007558365,-1.9929039e-13,4.000879e-09,-0.012199066
ARC,-0.001200462,3.5496424e-08,2.2273685e-09,-1.08735225e-08,-0.00010164643,1.44134535e-08,0.003112453,-2.5990446e-13,5.141016e-14,2.0553015e-13,1.2464598e-07,-3.5899539e-13,8.272232e-08,1.3475955e-15,4.441133e-15,7.111467e-09,2.6243363e-14,-1.3880689e-09,5.756992e-14,2.117922e-08,7.36529e-14,8.329352e-09,-0.0005761945,5.9885295e-08,0.0004733516,4.4141496e-14,-2.770388e-08,-0.003418847
AREG,0.00072575285,-8.0030134e-08,4.6666333e-09,8.739946e-09,-0.00069730484,1.504179e-09,-0.0007910269,-5.5125453e-12,-9.642374e-14,5.1941128e-14,2.9173428e-08,-3.4118153e-15,3.6282944e-07,-6.5135313e-15,1.5146438e-14,-1.4441889e-09,1.0528311e-14,-8.065452e-10,-8.0078105e-15,2.1393557e-08,4.4889365e-14,2.0755377e-09,-0.0021213773,3.8806032e-08,-0.0030815597,1.2056407e-13,2.7129067e-08,0.00028900255
ARHGAP10,-0.003631973,-4.689819e-08,3.243932e-09,2.1200318e-08,0.0031656076,-1.1531213e-08,0.00661147,8.693189e-12,-2.3299925e-13,-1.2080143e-13,-1.5374827e-07,3.669369e-13,-4.4597243e-07,-3.558225e-15,1.3582785e-16,1.2618124e-09,1.4554807e-16,2.2025848e-09,2.5572148e-14,2.7228975e-08,-5.6674937e-14,-6.8669443e-09,0.009054329,-4.9857128e-08,0.007452332,8.1777575e-14,-5.9550302e-08,-0.007283334
ARHGAP20,-0.00027938085,-2.3392134e-08,-5.9232335e-09,3.0513642e-10,0.0006130513,-1.4617766e-08,0.0013974726,-2.6730903e-12,1.7229431e-14,1.4231433e-13,3.539646e-08,1.4869517e-12,1.7202758e-07,2.0297325e-14,-3.446325e-14,1.1335025e-08,-1.6348009e-14,1.3593657e-08,-1.2556793e-13,-1.5300627e-08,-9.590701e-14,-9.712668e-09,-0.000531404,3.0902882e-08,0.006677106,5.84253e-14,1.6555301e-08,-0.0034679922
ARHGAP25,-0.002164973,7.269673e-08,3.1470542e-09,-2.4210348e-08,0.0009249944,5.1408612e-08,0.004028929,-2.5029122e-12,-1.2234598e-13,6.034366e-13,2.0654268e-07,5.341865e-13,-4.5520334e-08,8.1938545e-15,-2.044671e-14,1.4489395e-08,-2.350652e-14,4.746449e-09,6.442301e-14,1.266308e-08,8.884384e-14,-8.819297e-09,0.0035980553,1.4750725e-07,0.0047554527,-3.028786e-13,7.8881557e-10,-0.004776049
ARHGAP26,-0.0011975099,-1.3680823e-07,6.091294e-09,-1.2888333e-08,0.012025703,-8.49994e-09,0.013840324,-7.43971e-12,4.9571627e-14,3.305388e-14,4.2588834e-08,-3.9182297e-13,4.8679533e-07,-4.057836e-15,4.6939745e-15,2.156499e-09,-2.1994513e-14,-1.0580712e-08,-7.632753e-14,-4.6296645e-08,1.4744237e-13,-1.06139915e-08,0.025689637,4.4692596e-09,0.00664244,-9.7039266e-14,2.8661441e-08,-0.025955735
ARHGAP28,-0.004954646,-7.2075196e-08,-4.8884394e-09,7.557272e-09,-0.001951922,-4.147599e-10,0.0011199393,-2.4286651e-12,1.0523391e-13,1.8734684e-13,-1.4083363e-08,8.8476335e-13,-1.2622188e-07,-3.728386e-15,1.4042413e-14,-1.2674992e-09,9.897888e-15,3.7189254e-09,5.1700523e-14,1.6430395e-09,-8.047307e-14,-4.2790735e-09,0.004810351,2.7614415e-09,0.0050486084,4.648641e-16,-1.6110931e-08,-0.0004067484
ARHGAP31-AS1,0.0010492587,-3.3327062e-08,-2.139668e-09,1.6834395e-08,0.0003392176,-1.5987245e-08,-0.0012547235,1.7646291e-12,1.8597093e-14,-1.7885612e-13,4.7773856e-09,2.0959737e-13,-2.114607e-07,6.1243563e-16,5.3072353e-15,-4.0680934e-10,4.6062126e-15,-2.9212537e-09,1.211892e-14,2.028607e-09,-5.4939956e-14,-1.1298829e-09,0.00034357855,-1.4511445e-08,-0.00037242056,8.755719e-14,-3.3787344e-08,0.0017568617
ARHGAP36,0.0017364324,-1.6931557e-08,2.2371325e-09,-9.619166e-09,0.00059372885,4.7491092e-08,-0.0028443944,4.3075712e-12,-1.6470694e-13,1.9279378e-13,-1.889955e-07,-2.7268235e-13,-8.583309e-09,-6.0124304e-15,2.3150332e-14,1.986611e-09,-2.0281348e-14,-9.104794e-09,3.9352486e-15,-2.7674792e-08,1.0109633e-13,1.0583792e-08,0.0016044385,-5.3058614e-08,-0.0041534,-2.0439619e-13,-1.43338506e-08,0.0017604628
ARHGAP39,-0.0011543167,-4.6664116e-08,1.3061774e-09,-1.5463975e-08,0.0069729364,4.466633e-08,0.009146403,7.509839e-13,-1.7226425e-13,-3.877646e-13,-2.9455018e-07,-2.905707e-13,1.9814856e-07,1.9256715e-14,1.2408579e-14,1.3741451e-08,-2.6849167e-14,6.6291825e-09,-4.173348e-14,4.296527e-09,1.123563e-13,4.5398094e-09,0.011073413,-4.8118917e-08,0.0032964186,9.2142805e-14,-2.587658e-09,-0.015450458
ARHGAP42,-0.00046379922,-5.733935e-07,1.2753787e-08,1.1357193e-08,0.018660033,-5.7613665e-08,0.019685984,-5.1874342e-12,1.5484212e-13,-9.3222833e-14,-1.01870164e-07,-3.505598e-13,8.999144e-07,-5.6057636e-15,-3.658799e-15,-3.4094751e-09,-2.5136947e-16,-1.89931e-08,3.46483e-14,4.7603187e-08,-7.764629e-14,-1.3792889e-08,0.028790785,-8.1392784e-08,0.005356787,7.09127e-14,9.956946e-08,-0.031964347
ARHGAP6,-0.0033795263,1.2471978e-07,-3.9125223e-09,-4.026019e-08,0.001982144,-3.232496e-10,0.0047406103,-2.5365582e-12,3.3084907e-14,-1.1786104e-14,3.963055e-08,-1.3719001e-12,3.4778265e-07,6.5941934e-15,-1.117823e-14,-2.638266e-09,4.0054414e-15,1.0621803e-08,-1.5785877e-15,-1.039644e-07,-1.4769832e-14,-4.5574025e-09,0.0053716484,1.3709157e-08,0.0066257194,2.9961243e-14,3.4066886e-08,-0.0053864312
