,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9,phi_10,phi_11,phi_12,phi_13,phi_14,phi_15,phi_16,phi_17,phi_18,phi_19,phi_20,phi_21,phi_22,phi_23,phi_24,phi_25,phi_26,phi_27,phi_28,phi_29,phi_30,phi_31,phi_32,phi_33,phi_34,phi_35,phi_36,phi_37,phi_38,phi_39,phi_40,phi_41,phi_42,phi_43,phi_44,phi_45,phi_46,phi_47,phi_48,phi_49,phi_50,phi_51,phi_52,phi_53,phi_54,phi_55,phi_56,phi_57,phi_58,phi_59,phi_60,phi_61,phi_62,phi_63,phi_64,phi_65,phi_66,phi_67,phi_68,phi_69,phi_70,phi_71,phi_72,phi_73,phi_74,phi_75,phi_76,phi_77,phi_78,phi_79,phi_80,phi_81,phi_82,phi_83,phi_84,phi_85,phi_86,phi_87,phi_88,phi_89,phi_90,phi_91,phi_92,phi_93,phi_94,phi_95,phi_96,phi_97,phi_98,phi_99,phi_100,phi_101,phi_102,phi_103,phi_104,phi_105,phi_106,phi_107,phi_108,phi_109,phi_110,phi_111,phi_112,phi_113,phi_114,phi_115,phi_116,phi_117,phi_118,phi_119,phi_120,phi_121,phi_122,phi_123,phi_124,phi_125,phi_126,phi_127,phi_128,phi_129,phi_130,phi_131,phi_132,phi_133,phi_134,phi_135
GFI1B,-0.002212256,-0.017621495,0.00094783393,-0.0047865715,0.005079198,-0.0034691256,0.004879205,7.55871e-05,-0.013962303,0.0118557,0.0031655333,0.006532822,-0.019458165,-0.0006160955,-0.0086421445,0.0061656246,0.041254442,0.061306365,0.043902814,-0.050441064,0.02264666,-0.05261342,0.0030967114,0.08805876,-0.06432029,-0.019470697,-0.02533802,0.105043635,0.017786944,0.06532159,-0.061669983,0.008989305,0.019964464,-0.020550424,0.0024915508,-0.024097098,0.00069841754,0.04228639,-0.03588716,-0.0052475873,-0.022079013,0.061377756,0.0015458957,0.027332189,-0.016614156,-0.016089102,-0.02013864,0.015651803,-0.019117437,0.00067658484,0.026506297,-0.047233026,-0.01472111,-0.011816451,0.046167843,0.004349501,-0.008500528,-0.022641735,-0.026128123,-0.005565254,0.017663106,0.0127899805,-0.028815482,0.03727293,0.026222557,0.019574191,-0.06591228,-0.0030225394,-0.023978166,0.032827538,0.0051828944,-0.005490721,-0.004803676,0.02147779,0.0013860173,-0.013485522,-0.0048570065,0.024497736,0.0022473347,0.026706934,-4.150753e-05,0.011954913,-0.0038142346,-0.038692757,0.03146344,0.015023774,0.017061818,-0.050219838,0.0069237445,-0.026964549,0.015446331,-0.014897747,-0.0073049883,-0.022204917,0.0048987274,-0.0012269496,0.004081254,0.004911488,-0.0018276228,0.011898335,0.009082923,-0.08463806,-0.012584246,-0.022607079,0.09772984,0.009202677,0.032913003,-0.040968,0.010929332,-0.0042021265,0.02607098,-0.07642716,-0.00897359,-0.046808027,0.03442327,-0.021752693,0.005656579,-0.007277957,-0.009844877,-0.009040629,0.011996908,0.011329978,-0.059310358,-0.005894884,-0.018823888,0.016970275,0.047882166,0.017898541,0.04438232,-0.029236307,-0.0020121112,0.0053124586,-0.0028100668,0.005306317,-0.024175316,-0.01551446
GJB5,0.0011903457,0.0006586481,-0.0014290265,0.0008655749,-0.000111076995,0.0013013941,0.00029892227,-0.0004665541,0.00025980594,-0.0011526528,-0.000376078,0.00016243821,0.00070207554,-0.00030204313,0.0008432723,-0.001608152,-0.0006328568,-0.001372608,-0.00026443484,-0.00029750713,0.00026327698,0.002129587,-0.0011394087,-0.00023461171,-0.001036824,0.0005601211,0.0014248162,0.001465958,0.00040170577,0.002417288,0.0014420146,-0.00070024194,-0.0022298982,0.00031590686,-0.0021571598,-0.0022502362,0.0024676037,0.0013859591,0.00012890181,0.00048749897,0.00032846245,-0.0006849644,0.00034289825,0.0003129459,0.0026971055,3.6091812e-06,-0.0019171728,0.0022150897,0.0016929455,-0.0023369668,0.00079697295,-2.55159e-05,-0.0005743044,0.00060677814,-0.00014517255,-0.0010441756,0.0019529315,-0.0023738416,-0.0009116692,-0.0008541879,-0.0022931795,-0.0004807923,-0.00046570698,3.3263336e-06,0.0011143667,0.0006186531,-0.00093465665,-0.0005162323,0.00056892406,0.002794941,0.00072877784,0.0016797946,-0.00049363816,0.0012265313,-0.002312518,-0.0013691961,0.0015781171,0.0015218777,0.0010100128,0.00088041363,-0.0015892391,0.00081544765,0.00019083451,-0.0010539171,0.001337525,-0.0020671056,0.00048780735,0.0023186058,-0.0014531252,0.0002031664,-0.00085465703,-0.00060759526,0.0007763132,0.003960876,-0.0012291967,-0.0010268135,7.177398e-05,-0.00066876545,-0.0010137233,0.0046792626,-0.0015399194,0.0017904307,-0.0020519125,-0.0002910377,-0.0006141035,0.0005095499,0.00020213012,-0.0015415061,-0.0014715323,0.0012394986,-0.00030024195,-0.0022535296,0.0010754657,0.0006514482,-0.0012541421,-0.0007470393,-0.0012993307,-0.0008086359,0.00030775185,-0.000120136116,0.0023525353,-0.0003061926,-0.00037561625,-0.0002581275,0.0010271228,-0.0018674338,0.0018025577,0.001615595,0.0008132524,0.0035263305,-0.00086349656,0.0010343154,0.00031758545,0.0003804524,-0.0016109814,0.0029678163
GLB1L3,-0.00022228123,-0.0009800588,-0.004289246,0.0001777373,0.00024557824,-0.0010990843,-0.0025134652,0.00017501494,-0.0012547264,0.0017442598,0.0004022059,-0.0004695954,0.00071485795,-0.00021153112,0.0011038479,0.0003389855,-0.002572446,0.0008514576,-0.0006917005,0.002230465,-2.3250427e-06,-0.0016114594,0.00059787143,-1.21016255e-05,0.004307384,0.0013950096,0.00067891105,-0.00042824438,-0.0037513422,-0.0017141573,0.0031111299,0.0080601005,-0.00021857,0.000949466,-0.00023648253,0.0030583441,-0.0015556152,0.00085700105,-0.001149946,-0.0019307021,0.0005520276,-0.0015103854,0.000764361,-0.0010874738,0.0020515928,-0.0021199235,0.000623104,-0.0032983632,-0.0003525235,0.0010729476,-0.0008972306,0.002829945,-0.00074067747,0.0010324394,-0.0038300147,-0.0017823088,-0.0013795439,0.0025641555,-0.0023514824,0.0013263994,-0.002081648,-0.0020254564,-0.0030509115,-0.0028636467,0.0019500765,-0.00013310408,-0.0012128412,-0.0018740762,-0.0021755062,-0.00048448576,-0.0016039013,-0.0012855662,-0.0012555755,0.002061864,0.0037209056,-0.0016806471,-0.0010864234,-0.0014630533,0.006428221,0.0016064234,0.00326434,-0.005024509,0.0028302646,-0.0006167328,0.0023197546,-0.0024048756,-0.0025048796,0.0014795496,0.0044769417,0.000116411706,-0.0030186262,-0.00049292645,0.0020583966,0.0016159384,-0.0011740196,-0.00092432415,0.0007477286,-0.0045215497,-0.0015500236,-0.0024516187,-0.0007246431,-0.0024961547,-0.0011740526,0.0001591694,-0.00018883873,-0.00085544056,0.0012939422,-0.0007574339,-0.006861372,-0.0011095626,0.0022275455,-0.0022182318,-0.0020829104,0.00036232002,-0.0016005652,-0.00023793115,-0.0009069074,-0.0024409327,-9.5757925e-05,-0.00410657,0.00041975072,-0.0039093215,0.0011330717,0.0026088445,-0.004074662,-0.0001051496,-0.0016554501,-0.0022842223,0.0014245727,-0.0020489302,-0.0007823537,0.00016330989,-0.0016729569,-0.00285822,-0.0027849227,-0.0003844986
GLCCI1,-0.00065209315,-0.000771613,-0.008794366,-0.0017319251,-0.0007046494,-0.0003561822,-0.0032704824,-0.00082814216,-0.0023902536,0.0038156246,-0.0009758435,-0.0003844084,0.0011985892,-0.00035898277,-9.438805e-05,0.0013159292,0.0005944091,0.0033466872,0.0036385506,-0.0014335406,-1.2185421e-05,0.0010495821,-0.005279096,0.003763474,0.00062654616,-0.0013337224,0.0031413932,-0.00041717026,-0.0035748838,0.00017238497,0.00037508327,0.023853624,0.0032746722,-0.0018990258,0.0012958621,0.0034521674,0.0010451629,0.00022445091,0.001623036,0.0033027784,-0.0024721357,-0.00045472285,0.0009749059,3.7897837e-05,0.0010302325,0.0014157131,0.0021979625,0.0028468855,-0.005513143,-0.0017833413,0.00050004345,0.0032395613,-0.00252814,0.00020261711,6.235441e-05,4.9708804e-05,-0.0017983308,0.0029213089,-0.0032906989,-0.0013048683,0.0058550807,-0.002106829,-0.00040161217,-0.004500104,-0.0019137495,0.004614204,-0.0022653858,-0.0015349633,0.0018931453,0.00021018053,-0.0016030739,-0.005916253,0.0021545542,0.0011870187,-0.00048450503,0.002419991,0.0051228786,0.0001617091,0.00053427275,-0.00016397916,0.0013922348,-0.006978518,-0.0049784076,-0.00043173108,0.002663345,-0.0013334011,0.00094183534,0.0050014067,-0.0005994647,-0.0011729074,-0.0022006687,-0.0027904564,-0.0017444391,0.0025031182,-5.709804e-05,-0.0059241466,-0.0008849662,-0.00012416042,-0.0031834892,-0.004166233,-0.004839781,-0.0018053269,-0.0014497921,0.0020093366,0.0013870822,2.9571951e-05,-0.0030377153,0.004079885,-0.010795104,0.0015043098,0.0016069504,-0.0037660094,0.00016543615,-3.2663735e-05,-0.0064747212,-0.002569237,-0.0026365402,0.0029625518,-0.0035229414,-0.00033956295,0.0032970286,-0.0025862383,-0.00062346755,0.0010010838,0.0036086014,0.0006615443,-0.0009250544,0.004698648,-0.0026560647,-0.00039676068,-0.0021729255,-0.00072941696,-0.004769803,-0.004572765,0.0060115014,-0.0029979823
GLI2,-0.010506819,0.00246481,0.0044742543,-0.00506734,-0.004358078,-0.006940029,-0.0102106845,0.0011719014,-0.009172521,0.010775235,-0.000667013,-0.002226731,-0.0052804262,-0.0033765857,0.006339693,0.002826303,-0.0046694693,0.002928173,0.006100234,0.0031963566,0.003017492,0.0043836227,0.0007020163,0.0020252033,-0.00015367575,-0.00042740454,0.0028030383,-0.0024517796,-0.0019500017,-0.006820498,-0.0014517155,0.03923924,0.005251958,0.010722611,0.014139656,0.010473151,0.00069827534,0.004425662,0.0055683027,-0.0012265326,-0.0050910846,0.0060494873,0.0031849975,-0.016641889,-0.0007393674,-0.004509001,-0.0038447645,0.0015131414,-0.006117305,-0.00042519363,-0.0041622305,0.009855745,-0.0049670786,-0.00623822,-0.0072915517,-0.0016996794,0.0009359528,0.005764243,-0.0060203644,0.0011846202,-0.0009160089,0.0018808617,-0.0029988543,0.0063696764,-0.002342362,-0.0026675598,-0.003094734,0.001013592,-0.0029425554,0.0005181284,-0.0071445936,-0.014343588,-0.0010021207,-0.014889793,0.0141660385,-0.0031618543,-0.009352391,0.00092718063,-0.00014763845,0.00069616653,-0.002526937,-0.024201058,0.0007508785,-0.015641455,0.018847072,-0.0135336295,-0.0044878847,-0.0065478706,-0.005976677,0.008177282,0.002193859,-0.008621523,-0.0008613373,-0.0014429942,0.0003235247,-0.0011641817,-0.0006501162,-0.0018607796,-0.0034620268,0.004530447,-0.010270491,0.012726356,-0.0031537586,-0.0014360433,-0.005440385,-0.007807398,0.0053075496,0.005940084,-0.014488255,0.002779184,0.00026418883,0.010809165,0.0004005621,-0.012445006,-0.009297323,-0.0044779666,0.0012393455,-0.008540729,-0.0013892403,-0.00075864204,0.0036138075,-0.0042130146,-0.003214732,-0.0016723624,-0.0030439706,0.0038287104,-0.0062191733,-0.0003598748,-0.004542531,0.0009892787,-0.01159076,-0.0013457652,0.0021430303,-0.000449967,-0.0003701537,-0.009687154
GLI3,0.0007690236,0.001358154,-0.008477711,-0.004243035,0.00027276066,-0.00041553788,-0.000349782,0.001738983,-0.008346765,0.0020068,-0.00076423853,-0.0021087502,0.0015149764,0.0036770918,-0.011589675,-0.00055602123,-0.008917615,-0.001546276,0.002407417,-0.002654374,0.00084667536,0.0029173547,-0.002951924,7.095589e-05,-0.00032893856,-0.0005785736,0.0042767366,-0.0021602055,-0.001272375,0.0035741904,-0.0026898764,0.025420155,0.0109511,0.0037288533,-0.0006773126,0.0014076113,-0.0040375893,0.019802578,-0.007148646,0.0041301684,0.010968819,-0.009418422,-0.008406817,0.032386616,-0.0007899156,-0.007538841,-0.00051325053,-0.0007878548,-0.00831705,0.008699487,-0.012206236,0.0066189594,0.00050546514,-0.004395713,0.00031972743,0.0065491633,-0.0052019316,0.0035387878,-0.008731893,-0.0023808812,-0.0022674508,0.004465247,2.2670672e-05,5.004996e-06,-0.0001751303,0.0073164,-0.0035211009,0.0057522734,0.0037524395,-0.0038520019,-0.005454052,-0.0104762465,-0.0034796682,-0.0009183053,-0.00040579645,0.0020890427,-0.0016948603,-0.0011535139,0.0012879298,-0.0036697478,0.0018569422,-0.010269601,0.0019564305,-0.016056154,0.0049963496,-0.007729501,-0.004592808,-0.0053863563,0.0076697166,-0.012252951,0.0065514585,-0.0097300345,0.002158261,0.0005449866,-0.0074950783,0.0027366572,-0.005120289,0.0041545494,0.005661734,-0.0003564344,-0.015184538,0.022689803,-0.0075961812,-0.006378729,-0.0061320537,0.0011467495,-0.009664548,0.0014116823,-0.017079873,-0.0038205478,0.0028110892,-3.3578024e-05,-8.756144e-05,0.024574451,-0.006251114,-0.0037172849,0.0047294693,-0.0031014378,0.0022563757,-0.005474301,0.0051163193,-0.007466282,-0.00029833347,0.003493816,-0.0034334788,0.0027662416,-0.0038220098,0.0064607463,-0.004487065,-0.0031855651,-0.007147392,-0.0010051572,-0.0001640658,-0.0022111242,0.001161383,-0.009072201
GLIS3,0.007989405,0.0015134612,-0.012493891,0.0019454852,-7.06041e-05,0.0031503923,0.0003829228,0.0017303728,0.00096577016,-0.0023192621,-0.0026142888,-0.0034691638,0.003281173,0.0030837932,-0.0045483,0.0004149226,-0.0093175825,-0.005482435,-0.003947823,-0.0015442303,0.00051336,-0.001708107,0.00026555415,0.005442642,0.0035506669,-0.0032672465,0.0009352105,0.0069778883,0.0026501236,0.0014052336,-0.0010782848,0.0010623556,0.0002834386,-0.0013031642,-0.0060926895,0.0060823867,-0.0075086323,0.0050001983,-0.014509689,0.0069873,0.014829027,-0.0022563464,-0.0059103738,0.013676951,0.00071722246,0.0007147966,-0.00040924372,-0.00059036707,-0.0009993576,0.00021509334,-0.0029124902,0.0027201248,0.0055517303,-0.0019376327,0.0006616247,-0.00031544207,0.005212783,-3.3622262e-05,-0.0040905294,-0.00013437147,-0.0046066,0.0012983658,0.001720901,-9.232277e-05,0.00082248944,-0.0033636366,-0.000971742,0.0051642093,-0.0003402137,0.0029323704,-0.0032595897,-0.0045780204,-0.0019322616,-0.00031263934,-0.0025709383,0.0031804962,-0.0022733684,0.005312749,-0.000435061,-0.00840417,-0.0007731787,-0.006730261,-0.0033539878,-0.0069675916,0.0066354545,-0.0026509857,0.002241455,-0.0025833792,0.0055688187,0.0010644682,0.0008438568,-0.0037063465,0.0028771781,-0.0013101985,0.003434421,-2.7076936e-05,0.00016706238,-0.0011996434,-0.00027813003,-0.004140219,-0.004537118,0.0042693955,-0.0074298964,-0.0016943527,-0.002694109,0.003971249,-0.0034845907,0.00018579404,-0.012438973,0.00353144,-0.0016834069,-0.00081097154,0.0017234132,0.0027529118,-0.0035567703,0.001015331,-0.010330096,-0.0040321616,0.0030427221,0.00084748294,0.00359684,-0.007434864,0.002023717,-0.0035224,0.005012772,-0.0032344272,-0.004770069,0.000102442464,-0.0033323925,-0.002725604,-0.0010543169,0.0019864216,0.00036366374,0.0025083923,0.0034537911,-0.0015250373
GLRA3,-0.0001664956,-0.00049596047,-0.0020284413,-0.00086562254,0.0020935612,0.0008592016,-0.0005024037,0.0010560275,-0.0014228055,0.0025858951,-0.00024734825,-0.0011899042,-0.00049746985,0.0005054816,-0.0010430709,0.0011657202,-0.0026087987,-0.00085072784,0.0020057333,0.00047067774,0.0012283777,-0.0034719293,-0.00079635996,0.00032796507,0.001421925,0.0020296825,0.0018198027,0.00064918306,0.0021994296,0.0040879124,0.0015465819,0.00095408823,-0.0023862526,-0.0004865936,-0.0009063363,-0.0007577557,0.000413205,0.00056205835,-0.00086821016,0.00045744196,0.0012611259,0.0010028088,-0.0017283132,-0.0008985681,-0.0014837303,0.0015868215,-0.0009189339,-0.0020462319,-0.0013403742,-0.00010141544,0.0033883532,-0.0023821103,0.001249009,0.0023358832,0.0016911108,-0.0007925772,0.00035284553,-0.0019102698,0.0014693671,-0.005017383,-0.0012097341,-0.00088500243,0.00019442521,0.0013416932,0.000721109,0.0011765828,-0.0014689767,0.00033723097,-0.0010952892,0.0014503944,-0.0012570113,0.00012177625,0.00038101262,-0.0022049274,0.0015819292,-0.0008805317,-0.00095357985,3.120617e-05,-0.000253155,0.0007465042,0.0024725941,1.8720069e-06,-0.001238937,0.0014088049,0.00036975913,-0.0025378102,0.0012021404,-0.00032674606,0.0016405234,-0.00012215995,0.0006860215,-0.0023877,-0.0013707081,-0.0003679518,-0.0025535915,0.0014464179,0.00092033,0.001126178,0.0024305375,0.0020566885,0.0014406459,0.00086035434,-0.0012546125,-0.00073784136,0.0017998382,0.003663727,-0.00082845474,-0.00092300196,-0.0020244461,0.0020221393,0.0010762624,0.00041070284,0.00071475276,0.00087066833,2.7045053e-05,-0.0021410421,0.0008431539,-0.0023870212,0.0021588372,-0.0017748183,-0.0007480568,-0.0014978301,-0.0031245816,0.0017812239,0.00026054704,0.0008578305,0.00016133011,3.9087197e-05,-0.0006522125,0.00043904394,0.00050123804,0.0029932377,0.0012030512,0.0012330887,7.595817e-05,-0.00089309976
GLTPD2,-0.0010049543,0.001247189,0.002443881,-0.0009268176,0.00063292927,0.001046378,-0.0011074867,-0.00043549624,0.0004290132,0.0022052478,-0.00012949696,0.00023278067,-0.0009510434,0.00086737715,0.0015383902,0.0010146205,0.0005193284,0.0008706123,-0.0005994537,-0.000314494,0.0021574104,0.00056065526,0.0006076655,0.00046580663,-0.0015558202,0.0013639134,0.0009622602,-0.0010294726,0.00018826178,-0.0011763816,0.000502618,0.00048336285,0.0022132383,-0.0012883934,0.0008065535,0.0002457128,2.1307198e-05,-0.00040574677,0.00012221288,-0.0013767884,0.00027180967,0.00091950287,-0.00025591103,-0.00029740922,-0.0004402423,-0.00066625804,-0.0030140474,-0.0018861626,-0.00053456175,-0.00047989993,-0.0007560543,-0.00034741458,-0.00088669796,0.00041715783,-0.0003050843,-0.001200066,-0.0019938657,-0.0031377182,8.9268426e-05,0.0027808268,-0.0011956417,0.0009905129,-0.00030164755,0.00073783303,0.0010423969,0.001274985,-0.00017271831,0.0014516711,0.003658742,0.0025032172,1.12625585e-05,-0.0029737346,0.0011179504,-0.00092142244,0.0026441996,-0.00044902792,0.00061729155,-0.0005563445,0.001180568,0.0016015477,0.003561067,-0.0012458279,-0.0001174644,-0.0005032861,0.001355974,0.00037041775,-0.0015924174,-0.0005332257,-0.0016303827,-0.002192283,-0.0006952543,-0.000506813,-0.001329961,0.0002921913,0.0003205009,0.00015497365,-0.0010923792,0.00014179757,0.00046896705,-0.00044405117,0.00011425959,0.00053900306,-0.00070900156,0.00010001076,-0.0019178338,8.2615974e-05,-0.00025316345,-0.00064909074,0.0010050562,-0.0007308128,0.0010935924,0.0011490779,0.0008484425,0.0016701005,-0.0018095104,5.6012723e-05,-0.0010747573,3.8666432e-05,0.0012931396,0.0016799297,0.0025837645,-0.0011148495,-0.00072675286,0.00078215916,0.0010316102,0.0013580173,-0.00094007666,-0.0013117043,-0.0010689303,0.0025795165,-0.0007811787,0.00051712245,0.0012067714,0.0016316639,0.00077983347,0.0018656119
GLUD2,-7.073529e-05,0.0005729061,-0.00048239366,-0.00050483167,0.0006145771,-0.00019390737,-5.55074e-05,-0.0010898573,-0.0004030492,0.00088431436,2.1253698e-05,0.00038159377,-0.0006769831,5.4674383e-05,-0.00038037292,0.000577514,-0.0016531723,-0.0017997352,0.0013593391,0.0015807773,0.0014081191,0.0020980516,0.0012173635,0.0004893805,-0.0018063697,0.0018888931,0.00010594346,-0.0011921064,-0.0013834955,-0.0017264539,-0.00030567072,-0.00013170645,0.00011408471,0.00024118109,-4.739935e-05,0.00042674775,0.00029927804,0.0016733039,-0.0007744899,0.00028083514,0.000497649,0.0012269559,0.00031374596,-0.00055262406,-0.0003635349,-0.0003923925,0.0009073518,0.0011900056,-0.00092840136,0.00073562004,0.00027211013,0.0009486479,0.0013753297,0.00050355704,-0.001770652,-0.0009087218,-0.00046123934,0.00028291668,-0.0015436581,0.0019530591,0.0006490106,0.001248116,0.0006105036,0.0011829335,0.0010122857,0.00120121,-0.00073452754,0.00080028357,-0.00022969327,-0.00039808513,0.0006057855,0.00074631925,0.00191481,0.0017685291,0.0006364595,1.0538389e-05,0.0012292942,-0.00034367674,-0.00016618699,0.0012356372,-0.0013305141,0.00013576084,7.298935e-05,0.0005844477,0.0007465427,0.0004000999,-7.489476e-05,0.0010362975,-0.00025025514,0.0014330368,-0.00032490608,-0.0004330576,0.0027611707,0.00044696318,0.00050848426,-0.00065033225,0.00096156314,-0.0017070142,0.00039428493,-0.0005585472,1.5340309e-05,0.0021383618,0.0016208534,0.00063618284,0.0018296647,-0.0005452309,0.0025360868,-0.001213336,0.0008408013,0.0014950809,-0.0007970388,-0.00060017925,0.00093232334,-0.0021002756,-0.00154204,-0.0005241368,0.0012711989,0.0007012907,0.0024025827,-7.1955685e-05,-0.00033613303,-0.0009262127,-0.00022176254,0.00019833496,0.0012688121,-8.712118e-05,9.224699e-05,-7.3223346e-05,0.0016969278,-0.00035519397,-0.000208356,0.0011432187,-0.0011215605,8.2189734e-05,-0.0022473303,-0.001157523
GMDS,0.00092627003,0.000273673,-0.013173936,-0.00046098419,0.00076627074,-0.0010608374,-0.0025990705,0.00045065949,-0.0013724657,0.0015594153,2.8383896e-05,-0.00036813677,-0.0019210853,-0.00072454364,0.0025628412,-0.0001301882,-0.003159784,0.0031029566,0.0062217405,-0.00070708396,-0.0011358998,0.00063602894,-0.00081309327,0.002387575,-0.001211798,-0.002186601,0.005295194,0.0005965158,-0.003680017,-0.0045514554,0.00069320796,0.02962454,-0.0016949591,0.003930566,-0.00060742686,-0.0006667321,0.0026299998,-0.00010697661,0.004477449,-0.00037789528,-0.0020709904,-0.0018173306,0.00056628906,-0.005205406,0.00164756,-0.00084034365,0.003640614,-0.0011230822,-0.0013273421,0.0009080396,0.0023135259,0.0032152196,-0.0028262981,0.003014914,0.00060888205,-8.288584e-05,-0.0012920544,0.0010752967,-0.0023790747,-0.0016284434,0.0030069614,-0.00068519596,-0.00082869775,-0.00032934907,-0.003466372,0.002556081,0.0013107898,-0.00057945756,0.0010251119,0.0015574783,-0.0027033899,-0.0025435747,-0.00070300786,-0.0017600651,0.0056505557,-0.0011428845,0.00391748,-0.0015842498,0.006041696,0.00083527,0.0028869247,-0.009596754,-0.001504372,-0.003005923,0.0088316845,-0.0035491218,-0.00084893126,-0.0020564343,0.0009885951,-0.00039878752,-0.0013075455,-0.004619975,-0.005369805,0.0018061063,-0.004861543,-0.003483406,0.00381267,0.0008300927,-0.0035123008,-0.0034604815,-0.00523137,0.0042456863,0.0011098696,-0.0013360567,0.00014492328,-0.0029934319,0.00033878646,0.0014651989,-0.012796003,0.0019685947,0.0024484799,0.0022157636,0.0012324841,-0.0019953167,-0.0032594283,0.0003444916,-0.0013699596,-0.00042968808,0.003117802,0.00055388955,-0.0012203263,-0.005966023,-0.0019644129,0.001378658,-0.0047085118,-0.0015364804,-0.0030863497,-0.0006056341,0.005076495,-0.0014818329,-0.0032311531,-0.0019526706,0.0025733411,-0.002580701,-9.473586e-05,-0.0051335744
GMNC,0.009808899,0.001418701,-0.013289843,0.00022217327,0.0016864303,0.00087888486,0.0009094884,0.005046436,0.00044018152,-0.0033149428,-0.0028167295,-0.0009906434,0.0038494063,0.0046310415,-0.00785948,0.00066975324,-0.0032573228,-0.0031848361,0.012571836,-0.0044252807,0.00010415271,5.9823764e-05,0.010453802,-0.012317844,0.0066914028,-0.00040500215,-0.004152243,0.0104639735,0.005333605,-0.006119424,0.0030060469,-0.0025398727,-0.0072010322,-0.0017557122,-0.0010256134,-0.0010662215,-0.0068596085,0.0058768224,-0.0052541504,0.00047348204,0.0002870482,-0.008453157,-0.0077929227,0.0074010165,-0.0043835687,0.0064821923,0.005873533,-0.00892379,0.0066887964,0.015820757,0.001743717,0.009931228,-0.0026627632,-0.000861384,0.007555003,0.010393161,-0.005512774,0.0040046503,-0.0048149903,-0.001009563,-0.00063536793,-0.00025716025,-0.00805815,0.0033099747,-0.00039771028,0.0016296223,0.0036659595,0.002815983,-0.0011583765,0.0031541348,-0.0007127417,0.004146923,0.0053126835,-6.6382905e-05,0.00043795153,0.006742078,-0.00365756,-0.00029722182,0.005499813,0.002738713,0.00012851185,0.0026147014,0.006201894,-0.0036896113,0.0067811264,0.008088214,-0.0019808367,0.0026757652,-0.0011919545,-0.0008594342,0.006547096,0.004968752,-0.027548391,0.0033267934,0.0011946537,-0.0013846909,-0.0034638504,0.0016644818,-0.0028768664,0.0031603773,0.0012549781,-0.008440406,-0.00090569543,-0.004066242,-0.01150886,-0.009136534,0.0055647707,-0.007839773,-0.0011119397,-0.0012785161,0.00065005355,0.004388448,0.008327845,-0.0005616898,0.0010289304,-0.001962227,0.0018833579,0.00020224828,0.0007386374,0.0018461534,-0.0013830434,-0.0011297675,0.002883953,-0.00073353254,0.001910888,0.0005847281,0.0020089452,0.015945498,-0.009496115,0.0080814725,0.0036848625,-0.01223936,0.008731897,0.004398718,-0.007991968,-0.0014182914
